0,70
16.79,26.26
27.02333,63.36
16.1,29.85667
20.46333,56.02667
17.2,29.236
28.76667,50.16333
15.1,26.2
27.66,51.09
15.33,25.795
29.815,96.32167
-6.065,28.29
1,99.9
15.39,26
23.2,51.4
16.30667,27.23
29.6,58.78
14.89,24.5
29.16667,53.32667
-5,26.1
729.3,772.3
24,100
0,14
-6.6,15.5
0.00532,49.99653
1,10
